file_name,pesq noisy,h4d5 trained on all,h8d5 trained on all,h12d5 trained on all,h24d5 trained on all,h48d5 trained on all,h4d5 transfer on car,h8d5 transfer on car,h12d5 transfer on car,h24d5 transfer on car,h48d5 transfer on car
SNRdb20_p335_096_137,2.440972089767456,3.3422870635986333,3.438231945037842,3.50562047958374,3.099742889404297,3.800791501998901,3.7244372367858887,4.011504650115967,3.803828477859497,3.991899013519287,3.952610969543457
SNRdb0_p303_203_1425,1.1829912662506104,1.6667044162750244,1.6958886384963991,1.918771743774414,2.2546541690826416,2.026376724243164,1.7797465324401855,2.0464062690734863,1.8363258838653564,1.8601137399673464,2.1782240867614746
SNRdb5_p299_024_1425,1.4834121465682983,2.3006532192230225,2.4628124237060547,2.469793796539306,2.62314772605896,2.7811543941497803,2.4086484909057617,2.619568347930908,2.547699451446533,2.609480619430542,2.910807847976685
SNRdb10_p299_247_1425,1.8788670301437376,2.74951434135437,2.8625614643096924,2.724495887756348,2.7889883518218994,3.0758273601531982,2.710515022277832,2.7746167182922363,2.740638971328736,2.897528886795044,2.970472812652588
SNRdb20_p303_120_1425,2.975520610809326,2.9916000366210938,3.5024623870849614,3.366317749023437,3.4087493419647217,2.937830924987793,3.685935735702514,3.850900411605835,3.2753593921661377,3.836946725845337,3.1629478931427
SNRdb0_p306_147_1435,1.226933240890503,2.0445594787597656,2.632591724395752,2.463287591934204,2.657655477523804,2.537816286087036,2.514296770095825,3.081282615661621,2.9518053531646733,2.5551793575286865,2.923121929168701
SNRdb5_p335_259_1435,1.890748620033264,3.0703816413879395,3.229793071746826,3.3020739555358887,2.639798641204834,3.532275676727295,3.7619662284851074,3.9573180675506587,2.5903148651123047,2.8238348960876465,3.740731000900269
SNRdb10_p298_162_1435,3.1416893005371094,3.525101661682129,3.2712135314941406,3.5236215591430664,3.8277399539947514,3.6111421585083012,3.819685220718384,4.008008003234863,3.7525246143341056,3.9218866825103764,3.7962372303009033
SNRdb20_p246_320_1435,3.983903646469116,3.468052625656128,3.629745960235596,3.669212102890015,3.7248210906982417,3.5963854789733887,3.899477481842041,3.8888134956359854,3.96410083770752,3.8430838584899902,3.6921775341033936
SNRdb0_p360_131_1438,1.2505288124084473,1.4646421670913696,1.451393961906433,1.5476205348968506,1.521101713180542,1.7051856517791748,1.6409254074096682,1.5601112842559814,1.7352416515350342,1.5978741645812988,1.7904157638549805
SNRdb5_p306_018_1438,1.4351260662078855,2.3708174228668213,2.68174147605896,2.5282323360443115,2.606816291809082,2.749006986618042,2.460758209228516,2.584218740463257,2.5236990451812744,2.642770290374756,2.5709731578826904
SNRdb10_p306_219_1438,1.7365539073944092,2.552962303161621,2.826838254928589,2.6338250637054443,2.6459994316101074,2.723883390426636,2.608660936355591,2.7560155391693115,2.623697519302368,2.809731721878052,2.8543810844421387
SNRdb20_p335_043_1438,1.9721139669418333,3.174646377563477,3.2173516750335693,3.3778316974639893,2.734689950942993,3.283501148223877,3.6188161373138423,3.515022754669189,3.4088382720947266,3.7541615962982178,3.5807762145996094
SNRdb0_p343_291_1439,1.3443291187286377,2.1518535614013667,2.616499423980713,2.3343281745910645,2.498227119445801,2.7538831233978267,2.5029008388519287,3.118401050567627,2.342365264892578,3.0038166046142583,2.966519832611084
SNRdb5_p246_278_1439,1.957700490951538,2.9985804557800293,2.9515810012817383,2.7322545051574707,3.0512235164642334,3.1434628963470463,3.0583922863006587,3.1387958526611333,2.9117095470428467,3.134107828140259,3.4357855319976807
SNRdb10_p246_235_1439,2.685780763626098,3.1579685211181636,3.131206512451172,3.053849697113037,3.2967045307159424,3.080068826675415,3.2853102684021,3.29530668258667,3.2380475997924805,3.25907564163208,3.293511390686035
SNRdb20_p251_283_1439,4.043325424194337,3.638014316558838,3.567063331604004,3.5685038566589355,3.6698181629180913,3.6633129119873047,3.968048095703125,3.892222404479981,3.7885608673095694,3.846773386001587,3.6460440158844
SNRdb0_p303_005_1441,1.5266845226287842,2.2699167728424072,2.708128929138184,2.650718212127685,2.938523769378662,3.0285553932189937,3.0595102310180664,3.3459596633911133,3.02333927154541,3.2010905742645264,3.131075143814087
SNRdb5_p246_135_1441,2.4801878929138184,2.7193119525909424,3.200336456298828,3.272490739822388,3.2643563747406006,3.6338164806365967,3.3705766201019287,3.655474424362183,3.485219717025757,3.7073945999145512,3.8394367694854736
SNRdb10_p246_240_1441,3.665133237838745,3.551377296447754,3.4218769073486333,3.2773797512054443,3.7156147956848153,3.444910049438477,3.7859783172607417,3.8429150581359854,3.6723899841308594,3.795512199401856,4.0098137855529785
SNRdb20_p246_095_1441,4.081246852874757,3.2361862659454346,3.5627477169036865,3.546006917953491,3.7592544555664062,3.8428118228912354,4.100958347320557,4.018159866333009,3.987441778182984,4.1123552322387695,3.7417030334472656
SNRdb0_p246_240_1495,1.788618803024292,2.0233604907989498,2.4904260635375977,2.4708330631256104,2.6610867977142334,2.4343056678771973,2.3911261558532715,2.4921681880950928,2.743489980697632,2.2953319549560547,2.665646314620972
SNRdb5_p303_046_1495,1.3386335372924805,2.236400842666626,2.015697240829468,2.247760534286499,2.2823736667633057,2.2726521492004395,2.257573127746582,2.2751002311706543,2.298057079315185,2.2368056774139404,2.3583672046661377
SNRdb10_p298_019_1495,1.7511765956878662,2.206421375274658,2.664618015289306,2.62728214263916,2.7973670959472656,2.737330913543701,2.7460739612579346,2.618717193603516,2.7559196949005127,2.776891231536865,2.531362295150757
SNRdb20_p335_161_1495,1.9777249097824097,3.1705214977264404,3.408315896987915,3.3567829132080083,3.440859317779541,3.5027015209198,3.314649105072021,3.5136775970458984,3.3729825019836426,2.2389841079711914,2.259753704071045
SNRdb0_p299_381_150,1.324496507644653,1.6382051706314087,2.397402286529541,2.398037433624268,2.585835218429565,2.7797436714172363,2.6110832691192627,2.9180908203125,2.5796496868133545,2.8994429111480717,3.044031143188477
SNRdb5_p246_271_150,1.6118605136871338,2.168349027633667,2.327662467956543,2.3685519695281982,2.6661438941955566,2.7173123359680176,2.5294363498687744,2.774598360061645,2.650000095367432,2.669016122817993,2.9092202186584477
SNRdb10_p335_360_150,1.7398042678833008,2.632873296737671,2.9823756217956543,3.1651527881622314,3.1855216026306152,3.4548957347869877,3.5038623809814453,3.735262393951416,3.376866340637207,3.7284727096557617,3.708776473999024
SNRdb20_p298_047_150,3.090444326400757,3.1810088157653813,3.0636022090911865,3.141066074371338,2.9844810962677,3.0278117656707764,3.5986385345458984,3.7081482410430913,3.4549961090087886,3.686650037765503,3.4315922260284424
SNRdb0_p339_265_1507,1.153139591217041,1.5590616464614868,1.324979543685913,1.394268035888672,1.9132333993911743,1.4838756322860718,1.6985265016555786,1.4349448680877686,1.6179652214050293,1.357865571975708,1.9685330390930176
SNRdb5_p343_267_1507,1.1835083961486816,1.4989798069000244,1.6271796226501465,1.7316838502883911,1.7345421314239502,1.9813858270645144,1.6804349422454834,1.7524948120117188,1.761544108390808,2.1241455078125,2.244690418243408
SNRdb10_p360_112_1507,1.1679091453552246,1.2516443729400637,1.34178364276886,1.4546830654144287,1.496138334274292,1.9677656888961792,2.2154037952423096,1.7618331909179688,1.7829484939575195,2.524386167526245,2.448763370513916
SNRdb20_p303_300_1507,2.4936094284057617,3.121872901916504,2.9602391719818115,3.1302030086517334,3.2906997203826904,3.375027894973755,3.4923341274261475,3.62929892539978,3.350526094436645,3.4459199905395512,3.556758165359497
SNRdb0_p335_085_1561,1.1038862466812134,1.3201954364776611,1.4446532726287842,1.386471390724182,1.6365337371826172,1.6175907850265503,1.388272404670715,1.7431867122650146,1.4441434144973757,1.8670001029968264,2.036294937133789
SNRdb5_p306_218_1561,1.1507574319839478,1.6557037830352783,1.7221708297729492,1.831392288208008,1.6087180376052856,1.8988690376281736,1.9550938606262207,1.9559550285339355,1.86341392993927,2.0948526859283447,2.175079822540283
SNRdb10_p298_264_1561,1.7833049297332764,2.774348258972168,3.0018367767333984,2.745537519454956,2.438293695449829,2.8804452419281006,2.6723721027374268,2.818110466003418,2.6262011528015137,2.81816029548645,2.9840378761291504
SNRdb20_p249_125_1561,2.510473728179932,2.967116594314575,3.100847005844116,3.1065330505371094,3.2332439422607417,3.114473581314087,3.157989025115967,3.30062198638916,3.0530900955200195,3.1452867984771733,3.046504497528076
SNRdb0_p339_277_1563,1.304806351661682,1.6550774574279783,1.6682070493698118,1.6216936111450195,1.8796298503875728,2.142017126083374,2.016387939453125,2.325234889984131,2.1019244194030757,2.321730852127075,2.6760382652282715
SNRdb5_p246_210_1563,1.6673827171325684,2.112682342529297,1.868902921676636,2.1324079036712646,2.2366008758544917,2.5140063762664795,2.0275838375091557,2.224518060684204,2.1085190773010254,2.224128246307373,2.8001410961151123
SNRdb10_p335_141_1563,1.58058762550354,2.2765417098999023,2.75032377243042,2.2949323654174805,2.449960947036743,3.2409818172454834,2.5849852561950684,2.7113258838653564,1.9759888648986816,1.9598228931427,2.3935036659240723
SNRdb20_p339_340_1563,1.727261304855347,2.583836317062378,2.9279539585113525,2.9084668159484863,2.9742765426635738,3.3501660823822017,3.2119340896606445,3.307753324508667,3.1765618324279785,3.3222641944885254,3.4701917171478267
SNRdb0_p303_282_1564,1.257274866104126,2.3457419872283936,2.68178391456604,2.8393521308898926,2.951183795928955,3.0146758556365967,3.0957438945770264,3.2468976974487305,2.8497653007507324,3.031060218811035,3.0556368827819824
SNRdb5_p335_182_1564,1.4237849712371826,1.9974966049194336,1.9568989276885984,2.1715104579925537,1.949948787689209,2.085226058959961,3.1239023208618164,3.2407851219177246,3.015877485275269,2.4022386074066158,3.1151463985443115
SNRdb10_p306_351_1564,1.6690680980682373,2.1199960708618164,2.7074413299560547,2.9318771362304688,3.2849352359771733,2.327767372131348,3.297105073928833,3.2923529148101807,3.3887968063354488,3.4194424152374268,2.883362293243408
SNRdb20_p339_182_1564,2.200653553009033,3.735065937042236,3.63193154335022,3.6946823596954346,3.7106480598449703,3.887184858322144,4.1555395126342765,3.980270147323608,4.097099304199219,4.188873291015625,4.138808727264403
SNRdb0_p335_048_157,1.1540460586547852,1.4141545295715332,1.696021556854248,1.4919321537017822,1.4980392456054688,2.1592586040496826,1.807482481002808,1.6853216886520386,1.8226220607757568,2.2750012874603267,2.399577617645264
SNRdb5_p303_220_157,1.2068250179290771,1.622357726097107,1.703105092048645,1.8036348819732664,2.1990201473236084,2.210418224334717,2.021901845932007,2.319275379180908,2.1960623264312744,2.362590074539185,2.3335111141204834
SNRdb10_p360_342_157,1.5747554302215576,2.2882654666900635,2.8345892429351807,2.775344133377075,2.8662023544311523,3.1144912242889404,3.074907064437866,2.9847898483276367,2.9260282516479488,3.1776342391967773,3.235027313232422
SNRdb20_p246_311_157,2.6002449989318848,2.9550275802612305,3.00400710105896,2.8879964351654053,2.78273344039917,3.1922490596771236,3.200991153717041,3.223484516143799,3.114720344543457,3.2575163841247563,3.2221994400024414
SNRdb0_p298_120_1574,2.3053693771362305,2.9721641540527344,3.258630752563477,3.0348188877105717,3.386341094970703,3.441809892654419,3.298513650894165,3.636228084564209,3.430139303207397,3.5261483192443848,3.3816442489624023
SNRdb5_p303_202_1574,2.614890813827514,3.1211652755737305,3.237786293029785,3.099745750427246,3.555756092071533,3.3922405242919917,3.731287240982056,3.869757413864136,3.3884880542755127,3.794843435287476,3.3216712474823
SNRdb10_p343_093_1574,2.0930647850036617,3.548679828643799,3.606752872467041,3.6621723175048833,3.823662519454956,3.8803832530975337,3.9160344600677486,4.080491542816162,3.847434282302856,3.8757646083831783,4.057481288909912
SNRdb20_p249_203_1574,4.2982563972473145,3.6881194114685063,3.7201933860778813,3.839310884475708,3.521571159362793,3.59610915184021,4.165100574493408,3.955888748168945,4.1119890213012695,4.104543209075929,3.709223508834839
SNRdb0_p251_136_172,1.1685138940811155,1.6207507848739624,1.8265931606292725,2.1460888385772705,2.14453649520874,2.0116357803344727,1.831266522407532,2.1160907745361333,2.1491746902465816,2.3069636821746826,2.3899619579315186
SNRdb5_p303_083_172,1.3712695837020874,2.5486505031585693,1.982137441635132,2.561964750289917,2.6246538162231445,2.742867946624756,2.919963121414185,3.16357159614563,2.993834972381592,3.132563352584839,3.2854251861572266
SNRdb10_p303_288_172,1.7129361629486084,2.60339617729187,3.0244133472442627,2.678258419036865,2.99446964263916,3.097615957260132,3.2542219161987305,3.2864224910736084,2.9614369869232178,3.416480302810669,3.4091157913208012
SNRdb20_p251_327_172,3.160033226013184,2.807944297790528,3.070443868637085,3.018279552459717,3.3170266151428223,3.285776376724243,3.4848129749298096,3.7630290985107417,3.3317170143127437,3.567384958267212,3.6821138858795166
SNRdb0_p339_046_180,1.7052325010299685,3.0514018535614014,2.848066091537476,3.0072569847106934,2.694046258926392,3.1896800994873047,3.345148801803589,3.328399181365967,3.3379158973693848,3.3456294536590576,3.5124204158782963
SNRdb5_p360_143_180,3.178720235824585,3.5930426120758057,3.7078452110290527,3.561000347137451,3.732426166534424,3.7936160564422607,3.6022191047668457,3.553240776062012,3.5225811004638667,3.686070203781128,3.775780200958252
SNRdb10_p281_375_180,3.66416335105896,2.5888586044311523,3.1267809867858887,3.1075932979583736,2.9291422367095947,2.9247078895568848,3.056583404541016,2.985563039779663,3.3192379474639893,2.8848543167114262,3.1897666454315186
SNRdb20_p306_319_180,3.899858474731445,3.345202922821045,3.49544358253479,3.2066478729248047,3.559828281402588,3.289703845977783,3.607588529586792,3.6718204021453857,3.4971377849578857,3.445848226547241,3.095455408096313
SNRdb0_p246_271_183,1.3258979320526123,1.9682121276855469,2.135871171951294,2.372157096862793,2.2270221710205083,2.3746812343597408,2.420363426208496,2.63905930519104,2.4983973503112797,2.6794469356536865,3.034898519515991
SNRdb5_p335_182_183,1.6285306215286257,2.088146924972534,2.310126781463623,1.9989254474639893,2.0294506549835205,2.0385198593139653,3.1938788890838623,3.173567295074463,3.206023693084717,3.21926498413086,2.524054527282715
SNRdb10_p339_095_183,2.18655776977539,3.1365106105804443,3.3372604846954346,3.3261182308197017,3.5641384124755864,3.789605140686035,4.0280632972717285,3.926088809967041,3.9215054512023926,3.6254396438598633,3.906403064727783
SNRdb20_p246_320_183,3.2372424602508545,3.3767976760864262,3.5523176193237305,3.693772554397583,3.7877702713012695,3.658279657363892,3.859511852264404,3.90006160736084,3.8996829986572266,3.880401134490967,3.7389965057373047
SNRdb0_p281_037_194,1.7836657762527466,2.2976884841918945,2.3372397422790527,2.555079936981201,2.564547061920166,2.635493516921997,2.825261116027832,2.6225268840789795,2.67976975440979,2.5215167999267583,2.4916441440582275
SNRdb5_p343_140_194,1.5999612808227541,1.876997828483581,1.650959849357605,1.623518705368042,1.7700567245483398,3.4644103050231934,3.3215556144714355,3.4887688159942627,3.2830138206481934,1.9591368436813357,1.7814936637878418
SNRdb10_p335_146_194,1.9666423797607424,3.025277137756348,3.2221174240112305,3.2527980804443364,3.0551273822784424,3.373834609985352,3.515749216079712,3.481447458267212,3.482671022415161,2.2887303829193115,3.612882375717163
SNRdb20_p335_106_194,3.7434520721435542,3.667493343353272,3.5983459949493413,3.735331535339356,3.7736406326293945,3.6177010536193848,4.214281558990479,4.159458637237549,4.011204242706299,4.102427005767821,3.953500986099243
SNRdb0_p251_356_212,1.0884076356887815,1.2832605838775637,1.369868278503418,1.3545948266983032,1.3676583766937256,1.4469400644302368,1.422817945480347,1.5184645652770996,1.4631450176239014,1.7165008783340454,1.6090657711029053
SNRdb5_p343_049_212,1.3040401935577393,1.858965277671814,1.908474683761597,2.0062623023986816,2.0001060962676998,2.1863439083099365,1.8583033084869385,2.469573974609375,2.0902199745178223,2.3086419105529785,2.720118999481201
SNRdb10_p246_278_212,1.40572190284729,2.303518056869507,2.2339437007904053,2.3152284622192383,2.499064922332764,2.652653455734253,2.6338372230529785,2.782112598419189,2.611079692840576,3.0600049495697017,3.0083718299865723
SNRdb20_p303_344_212,2.246671199798584,3.0908706188201904,3.348992824554444,3.123442888259888,3.406101703643799,3.353878736495972,3.630713939666748,3.6576039791107178,3.415467500686645,3.511040210723877,3.58858323097229
SNRdb0_p303_288_272,1.256800651550293,1.961635947227478,2.2991960048675537,2.0502550601959233,2.2955873012542725,2.653764009475708,2.562570810317993,2.705368757247925,2.5533034801483154,2.7436952590942383,2.8133461475372314
SNRdb5_p335_071_272,1.606040596961975,1.903515577316284,2.207382678985596,2.217244863510132,2.218314409255981,1.912921667098999,2.902116060256958,2.6109001636505127,2.4479167461395264,3.271671772003174,2.372955560684204
SNRdb10_p360_255_272,1.956756830215454,3.0194954872131348,2.830968141555786,2.7271087169647217,2.4262583255767822,3.0128018856048584,3.056416749954224,3.40738296508789,2.9903736114501958,3.1209812164306636,3.177406549453736
SNRdb20_p299_302_272,3.2098031044006348,3.752915859222412,3.826611042022705,3.659990310668945,4.076438426971436,3.838862419128418,4.1517419815063485,4.133875370025635,4.048349857330321,4.022994518280028,4.098161697387694
SNRdb0_p246_255_274,1.1168720722198486,1.4254980087280271,1.453099489212036,1.555339813232422,1.6914583444595337,1.8729572296142576,1.5172914266586304,1.7587623596191406,1.4338598251342771,1.5347946882247925,1.7904820442199707
SNRdb5_p281_455_274,1.2821540832519531,1.6749165058135986,1.5035675764083862,1.423505783081055,1.8602511882781985,2.2340450286865234,1.7812540531158447,1.8786017894744875,1.6560531854629517,2.0352699756622314,2.05517053604126
SNRdb10_p360_147_274,1.5721495151519775,2.12879490852356,2.4244155883789062,2.2949793338775635,2.567715167999268,2.4660515785217285,2.252617835998535,2.395031213760376,2.44862699508667,2.4478087425231934,2.1482701301574707
SNRdb20_p339_241_274,2.2910444736480717,3.085878133773804,3.105064392089844,3.427466869354248,3.445560932159424,3.069780111312866,3.188081979751587,3.465068817138672,3.102245330810547,3.2442111968994136,3.3803207874298096
SNRdb0_p339_074_307,1.237683653831482,1.7768275737762451,2.353599071502685,2.00747299194336,2.2368874549865723,2.813471794128418,2.50425386428833,3.09268569946289,2.8059935569763184,3.0637307167053223,3.0653600692749023
SNRdb5_p246_315_307,1.9820289611816408,2.6366000175476074,2.779439210891724,3.077817678451538,2.891176700592041,2.856792449951172,3.5199434757232666,3.3650820255279537,3.5281860828399663,3.685739278793335,3.5777492523193364
SNRdb10_p246_352_307,1.90712308883667,2.8623602390289307,3.07608413696289,2.7994039058685303,3.164353370666504,3.116788625717163,3.2275400161743164,3.301713466644287,3.4529731273651123,3.7267003059387207,3.5872035026550293
SNRdb20_p339_061_307,1.931586980819702,3.584416627883911,2.6936686038970947,3.629748106002808,3.720636367797852,3.8056731224060063,3.963158369064331,4.042281150817871,3.9721071720123287,4.0464491844177255,3.941104650497437
SNRdb0_p298_287_309,1.1794304847717283,1.4758529663085938,1.7095131874084473,1.7511475086212158,1.965158462524414,1.9754495620727541,1.8337112665176392,1.9983830451965328,2.0682823657989498,2.1915960311889653,2.1670374870300293
SNRdb5_p246_287_309,1.4832956790924072,1.8729652166366575,2.0828421115875244,1.9198014736175537,2.3517475128173833,2.3022518157958984,2.19329833984375,2.186606168746948,2.366367816925049,2.7302231788635254,2.4685089588165283
SNRdb10_p343_186_309,1.514842510223389,2.5100572109222408,2.637406826019287,2.631087064743042,2.778501272201538,3.0327072143554688,2.8134229183197017,3.120130777359009,2.890587568283081,3.337414264678955,3.0591247081756587
SNRdb20_p306_244_309,2.3355388641357417,2.8734633922576904,3.1679782867431636,3.2003631591796875,3.38637375831604,3.2111024856567383,3.401350975036621,3.525566816329956,3.445875883102417,3.649684190750122,3.5123980045318604
SNRdb0_p343_292_31,1.1754436492919922,1.6828553676605225,1.718350529670715,1.632720708847046,1.7704222202301023,2.1381089687347408,1.6659936904907229,1.4766005277633667,1.456114411354065,1.865386724472046,1.917391061782837
SNRdb5_p298_170_31,1.5416581630706787,1.9880940914154053,2.0379717350006104,2.1632943153381348,2.415380477905273,2.0649769306182857,1.7006795406341553,1.7080888748168943,1.734119176864624,1.842940092086792,1.7832050323486328
SNRdb10_p251_225_31,1.7907376289367676,2.228337526321411,2.5197503566741943,2.387561559677124,2.7138688564300537,2.5391979217529297,2.2877285480499268,2.3272945880889893,2.256088256835937,2.4270942211151123,2.5295352935791016
SNRdb20_p335_024_31,1.9614005088806152,2.9860434532165527,2.8975558280944824,2.7017595767974854,3.3853726387023926,2.9453601837158203,3.3142127990722656,3.3896913528442383,2.2814044952392583,2.366744041442871,2.2008559703826904
SNRdb0_p343_191_311,1.3897058963775637,1.6613154411315918,1.6292482614517212,1.6368660926818848,1.755155324935913,2.94211745262146,2.876083374023437,3.0937938690185547,2.794773578643799,3.185944080352783,3.315129041671753
SNRdb5_p249_110_311,1.4595601558685305,2.394394874572754,2.7947523593902592,2.806784152984619,2.7325611114501958,2.8629610538482666,3.2154815196990967,3.227576494216919,2.915586233139038,3.0106329917907715,3.005332946777344
SNRdb10_p298_366_311,3.1176888942718506,3.6569945812225337,3.472850799560547,3.507636070251465,3.671833753585816,3.6055753231048575,3.901675701141357,3.861220598220825,3.810614824295044,3.949672937393189,3.775331974029541
SNRdb20_p246_320_311,3.5634794235229488,3.468090534210205,3.5691089630126958,3.7373430728912354,3.6908173561096187,3.5600242614746094,3.891947031021118,3.862987518310547,3.94028377532959,3.9013266563415527,3.7176516056060787
SNRdb0_p343_182_325,1.5071827173233032,2.0299177169799805,2.472567558288574,1.8558335304260252,1.7779878377914429,1.801822662353516,1.7524921894073486,2.091873407363892,1.6432170867919922,1.9053740501403809,2.0926403999328613
SNRdb5_p306_052_325,1.8403176069259644,2.8754324913024902,3.5888171195983887,3.3856475353240967,3.326836585998535,3.0135283470153813,3.4999065399169917,3.5582151412963867,3.3422243595123287,3.4250826835632324,3.2394514083862305
SNRdb10_p335_318_325,1.5474209785461426,2.867661476135254,2.8696880340576167,3.163179874420166,2.915889263153076,3.203023672103882,3.3979525566101074,3.5416200160980225,3.3786134719848637,3.6258444786071777,3.494720458984375
SNRdb20_p249_034_325,3.676251649856568,2.820902109146118,2.484530448913574,2.7199692726135254,2.88137149810791,3.4246289730072017,3.933653354644776,3.7555434703826895,3.73525619506836,3.537531614303589,3.4824955463409424
SNRdb0_p299_375_336,1.4577176570892334,1.8070101737976076,2.453413486480713,2.563860416412353,2.61405873298645,2.9708123207092285,2.745448112487793,3.2008509635925293,2.99568247795105,3.369208335876465,3.3533551692962646
SNRdb5_p343_199_336,1.4091837406158447,2.5161752700805664,3.229709386825561,3.1364040374755864,3.193321943283081,3.7156891822814937,3.7572529315948486,3.6902437210083012,3.7286126613616943,3.891078233718872,3.936394929885864
SNRdb10_p299_385_336,1.6176512241363523,2.5535337924957275,2.0755572319030757,2.9916977882385254,3.2508389949798584,3.2251505851745605,3.356816053390503,2.3535287380218506,3.31640362739563,2.2614338397979736,3.5753064155578613
SNRdb20_p299_312_336,3.1329965591430664,3.451244115829468,3.147432804107666,3.2861557006835938,3.4555211067199707,3.5914857387542725,3.986372947692871,3.9145221710205083,3.8074004650115967,3.9892148971557617,3.887850284576416
SNRdb0_p343_093_360,1.204859733581543,1.609911322593689,1.6375149488449097,1.5711519718170166,1.6155624389648438,2.0382142066955566,2.2622170448303223,2.5195462703704834,1.7535749673843384,2.75895619392395,2.795522689819336
SNRdb5_p249_018_360,1.4903749227523804,2.138580083847046,2.1387856006622314,2.537590742111206,2.618298053741455,2.8198637962341313,2.8276703357696533,2.801361560821533,2.8816287517547607,3.0651626586914062,3.1136162281036377
SNRdb10_p299_062_360,1.726027250289917,3.045594453811645,3.1399874687194824,3.14090895652771,3.276884794235229,3.3989076614379883,3.5937461853027344,3.534613132476806,3.5786795616149902,3.6980459690094,3.6728150844573975
