file_name,pesq noisy,h4d5 trained on all,h8d5 trained on all,h12d5 trained on all,h24d5 trained on all,h48d5 trained on all,h4d5 transfer on metro_station,h8d5 transfer on metro_station,h12d5 transfer on metro_station,h24d5 transfer on metro_station,h48d5 transfer on metro_station
SNRdb10_p306_111_1331,1.2956058979034424,1.5291112661361694,1.7916116714477541,1.7901562452316284,1.686096429824829,1.9559550285339355,1.678561806678772,1.7885829210281372,2.1247222423553467,2.281407117843628,2.310535430908203
SNRdb20_p335_096_1331,1.635989785194397,2.4696285724639893,2.815699577331543,2.388932228088379,2.3825507164001465,3.040733814239502,2.599259853363037,2.864375591278076,2.757075786590576,2.970722198486328,3.001270532608032
SNRdb0_p303_203_1345,1.0428652763366701,1.122045636177063,1.2357950210571291,1.1811774969100952,1.1966902017593384,1.2285466194152832,1.1848084926605225,1.2146363258361816,1.2987114191055298,1.3584870100021362,1.2463574409484863
SNRdb5_p299_024_1345,1.1329829692840576,1.4394023418426514,1.6686946153640747,1.5512118339538574,1.6251077651977541,1.6963169574737549,1.475245237350464,1.59944748878479,1.7315690517425537,1.8256371021270752,1.7709534168243408
SNRdb10_p299_247_1345,1.3249499797821045,1.8785715103149412,2.2665843963623047,1.8976672887802124,2.1797027587890625,2.32218074798584,1.971885681152344,2.158344268798828,2.1657919883728027,2.4023938179016118,2.1522567272186284
SNRdb20_p303_120_1345,2.140230417251587,2.330972909927368,2.51479721069336,2.767888069152832,2.4063777923583984,2.452528953552246,2.400456666946411,2.8120391368865967,3.0901579856872563,2.9688124656677246,2.76755428314209
SNRdb0_p306_147_1351,1.0288692712783811,1.1077903509140017,1.1504921913146973,1.1225355863571167,1.1743652820587158,1.2148514986038208,1.1094868183135986,1.1498802900314329,1.1401000022888184,1.2573890686035156,1.154119849205017
SNRdb5_p335_259_1351,1.1552388668060305,1.4688993692398071,1.5851082801818848,1.438825607299805,1.819337487220764,1.9084906578063965,1.5159766674041748,1.5346245765686035,1.671578884124756,1.8934068679809568,1.967336177825928
SNRdb10_p298_162_1351,1.5808453559875488,1.6940302848815918,1.9613898992538448,1.8121473789215088,1.9740315675735476,2.0697600841522217,1.8770337104797363,1.974836587905884,2.41472601890564,2.2863233089447017,2.312946081161499
SNRdb20_p246_320_1351,2.3892948627471924,2.841859579086304,2.8443503379821777,2.862520456314087,2.9132697582244877,2.9586243629455566,2.921031951904297,3.0400712490081787,2.9186627864837646,3.0076820850372314,3.0171327590942383
SNRdb0_p360_131_1365,1.0857850313186646,1.2971069812774658,1.3122118711471558,1.3234715461730957,1.427741527557373,1.3886430263519287,1.3815032243728638,1.4036537408828735,1.6019790172576904,1.4259731769561768,1.4134474992752075
SNRdb5_p306_018_1365,1.1959580183029177,1.7201344966888428,1.9869139194488523,1.9064900875091555,1.8636933565139768,1.8761240243911743,1.7757010459899902,2.0086109638214107,2.042456865310669,2.027578592300415,1.8779799938201904
SNRdb10_p306_219_1365,1.2902462482452393,1.9462813138961792,1.938728094100952,1.9407228231430051,1.979217767715454,2.2950785160064697,2.0888161659240723,2.242860555648804,2.196974515914917,2.3172428607940674,2.0420572757720947
SNRdb20_p335_043_1365,2.648756504058838,2.64237380027771,2.84058141708374,2.9575498104095463,3.1543068885803223,2.9662561416625977,2.8705739974975586,2.971120595932007,3.2564313411712646,3.0378432273864746,2.962123394012451
SNRdb0_p343_291_1383,1.0669455528259275,1.2785578966140747,1.2948158979415894,1.2765861749649048,1.362506628036499,1.478087067604065,1.2317720651626587,1.3081669807434082,1.3952064514160156,1.312098741531372,1.358001708984375
SNRdb5_p246_278_1383,1.145727276802063,1.2495455741882324,1.349847435951233,1.3931972980499268,1.445333480834961,1.8389254808425903,1.4187042713165283,1.656419038772583,1.5446228981018066,1.8969874382019043,1.9808331727981567
SNRdb10_p246_235_1383,1.3558396100997925,1.891358971595764,1.9730492830276491,1.7139787673950195,1.821256399154663,1.8607213497161863,2.0310380458831787,2.233118772506714,2.3002285957336426,2.2083139419555664,2.024932861328125
SNRdb20_p251_283_1383,2.1149585247039795,2.2935128211975098,2.653284311294556,2.5542397499084477,2.6203107833862305,2.6087350845336914,2.285233974456787,2.6062474250793457,2.5635008811950684,2.522033452987671,2.7488343715667725
SNRdb0_p303_005_14,1.0286582708358765,1.0681524276733398,1.1243730783462524,1.0731048583984375,1.1488466262817385,1.1645604372024536,1.0768988132476809,1.114737868309021,1.091277241706848,1.1629259586334229,1.1507036685943604
SNRdb5_p246_135_14,1.1040641069412231,1.2486025094985962,1.3368619680404663,1.25649094581604,1.3942524194717407,1.5144929885864258,1.2307868003845217,1.4081587791442869,1.3835641145706177,1.6297621726989746,1.6639447212219238
SNRdb10_p246_240_14,1.5225210189819336,2.164489507675171,2.114309072494507,2.15076756477356,2.2045724391937256,2.382136106491089,1.8537297248840328,2.0949795246124268,2.0074012279510502,2.1871697902679443,2.1623713970184326
SNRdb20_p246_095_14,1.908678770065308,2.119394063949585,2.090301036834717,2.1817498207092285,2.363114833831787,2.439706802368164,2.051765918731689,2.24050235748291,2.511480569839477,2.624052762985229,2.532196283340454
SNRdb0_p246_240_1413,1.192724347114563,1.2570377588272097,1.3220770359039309,1.283125400543213,1.2799603939056396,1.4688997268676758,1.380591869354248,1.4162954092025757,1.4326827526092532,1.5090519189834597,1.3532633781433103
SNRdb5_p303_046_1413,1.0971349477767944,1.4579942226409912,1.671603441238403,1.6891908645629885,2.025934219360352,1.973005533218384,1.45028555393219,1.863730907440185,1.6834118366241455,1.977907657623291,1.8533667325973509
SNRdb10_p298_019_1413,1.3164867162704468,1.37886643409729,1.5708149671554563,1.5665066242218018,1.9044989347457888,1.8424525260925293,1.515023708343506,1.761810064315796,1.7784681320190432,1.885430693626404,1.7691227197647097
SNRdb20_p335_161_1413,2.209463119506836,2.933202743530273,3.008349895477295,3.0181288719177246,2.73836088180542,3.0929863452911377,3.1578643321990967,3.0110878944396973,3.085656881332397,3.0532186031341557,3.099614381790161
SNRdb0_p299_381_142,1.2366080284118652,1.774068832397461,2.2135350704193115,2.027313709259033,1.5438237190246582,2.3525431156158447,1.9549399614334104,2.372483015060425,2.2102274894714355,2.483507871627808,2.4292080402374268
SNRdb5_p246_271_142,1.5361130237579346,1.7171678543090818,1.7727055549621582,1.849149227142334,1.8953033685684204,2.107593536376953,1.8286795616149905,2.0176067352294917,1.9383718967437744,1.9327278137207031,2.260848999023437
SNRdb10_p335_360_142,1.5541548728942869,2.600198745727539,2.7491319179534908,2.736522912979126,3.0428595542907715,3.078609704971313,2.754525899887085,2.815868377685547,3.0773954391479488,3.258387565612793,3.227370023727417
SNRdb20_p298_047_142,2.987135171890259,3.008061408996582,2.880455493927002,3.120453357696533,3.0771727561950684,2.7986986637115483,2.7748677730560303,3.054328203201294,2.4763271808624268,2.867213249206543,2.7373464107513428
SNRdb0_p339_265_1426,1.0512059926986694,1.1305155754089355,1.157199144363403,1.2163724899291992,1.2271089553833008,1.1641957759857178,1.1883809566497805,1.114227533340454,1.1590509414672852,1.4980051517486572,1.1883931159973145
SNRdb5_p343_267_1426,1.1335070133209229,1.6627551317214966,1.742663860321045,1.8375183343887331,2.003733396530152,2.023216724395752,1.5767327547073364,1.8943133354187007,1.9992353916168213,2.240140438079834,2.1237938404083248
SNRdb10_p360_112_1426,1.5903762578964231,1.3587454557418823,1.469784140586853,1.2728586196899414,1.5325555801391602,1.9304039478302,1.523481369018555,1.7788491249084473,1.5443904399871826,2.2320492267608643,2.18334436416626
SNRdb20_p303_300_1426,2.534787178039551,2.882551670074463,2.5710394382476807,2.8757452964782715,2.9626240730285645,3.0084199905395512,2.997044324874878,3.148986339569092,3.159224033355713,3.1438524723052983,3.0547430515289307
SNRdb0_p335_085_1432,1.084600567817688,1.3715909719467163,1.4892735481262207,1.5043903589248655,1.573753833770752,1.427889108657837,1.433959722518921,1.4908552169799805,1.6276342868804932,1.749439716339111,1.8319916725158687
SNRdb5_p306_218_1432,1.1006616353988647,1.3958344459533691,1.55319344997406,1.436678171157837,1.6535079479217532,1.7377971410751345,1.4240761995315552,1.493237853050232,1.691709280014038,1.8915116786956787,1.7107150554656982
SNRdb10_p298_264_1432,1.5426621437072754,2.0278027057647705,1.7413203716278076,1.829190135002136,2.3633084297180176,2.53312087059021,2.0305957794189453,1.6876478195190432,2.54109263420105,2.8125758171081543,2.554160118103028
SNRdb20_p249_125_1432,2.1080570220947266,2.4982590675354004,2.754704713821411,2.6522724628448486,2.755749225616455,2.689342975616455,2.241195678710937,2.8745579719543457,2.8855822086334233,2.807626724243164,2.735495090484619
SNRdb0_p339_277_1459,1.2018738985061646,1.4265601634979248,1.8617184162139893,1.711944580078125,1.9417593479156492,2.345145463943481,1.6765793561935425,1.6315183639526367,1.9657460451126096,1.7723886966705322,2.1819040775299072
SNRdb5_p246_210_1459,1.701521635055542,2.3540406227111816,2.2633345127105717,2.5892624855041504,2.7508862018585205,2.7134268283843994,2.3010172843933105,2.6607890129089355,2.712575435638428,2.6766948699951167,2.778461217880249
SNRdb10_p335_141_1459,1.6347062587738037,2.8220858573913574,2.289760112762451,2.9001741409301762,2.892287015914917,3.074662208557129,2.9042398929595947,2.4075398445129395,3.115036964416504,2.8891603946685787,3.22682523727417
SNRdb20_p339_340_1459,2.2112936973571777,3.035146474838257,3.196568489074707,3.281032085418701,3.320347547531128,3.539377927780152,2.856598377227783,3.0633118152618413,3.1492531299591064,3.2434914112091064,3.3677358627319336
SNRdb0_p303_282_1462,1.0663316249847412,1.1628329753875732,1.2751935720443726,1.233625411987305,1.3811733722686768,1.44651198387146,1.2589672803878784,1.3057416677474976,1.634974241256714,1.4809136390686035,1.4502291679382324
SNRdb5_p335_182_1462,1.0602130889892578,1.190390944480896,1.3750650882720947,1.2676354646682741,1.369940996170044,1.5479180812835691,1.1973698139190674,1.4136486053466797,1.4792650938034058,1.6797919273376465,1.5973457098007202
SNRdb10_p306_351_1462,1.2521324157714844,1.4822874069213867,1.5794528722763062,1.4969515800476074,1.5963521003723145,1.5941803455352783,1.420534372329712,1.7372879981994631,1.5962679386138916,1.7922720909118652,1.7062218189239502
SNRdb20_p339_182_1462,2.474385023117065,3.226618766784668,3.04202651977539,3.033381462097168,3.321152448654175,3.044370412826538,3.416831970214844,2.9955897331237797,3.395615100860596,2.9712016582489014,2.9239320755004883
SNRdb0_p335_048_1472,1.1149513721466064,1.253610134124756,1.356419324874878,1.5984346866607666,1.875439405441284,1.5075719356536863,1.343168020248413,1.6307332515716553,1.9307329654693604,1.6125550270080566,1.5130122900009155
SNRdb5_p303_220_1472,1.1066979169845579,1.345970630645752,1.4269815683364868,1.416862726211548,1.591810941696167,1.620964527130127,1.3956215381622314,1.5240124464035034,1.6915533542633057,1.83224892616272,1.815705418586731
SNRdb10_p360_342_1472,1.880708694458008,2.3497002124786377,2.122459888458252,2.665538787841797,2.538641929626465,2.651914119720459,2.666593313217163,2.662975549697876,2.7459475994110107,2.9519214630126958,2.7059037685394287
SNRdb20_p246_311_1472,2.5960886478424072,2.8481867313385014,2.892872810363769,2.7692248821258545,2.8831677436828613,2.8595995903015137,3.0481045246124268,2.9701144695281982,3.174614429473877,2.9046671390533447,2.9860708713531494
SNRdb0_p298_120_1478,1.086121678352356,1.2070320844650269,1.2273414134979248,1.240864634513855,1.2404446601867676,1.2382808923721311,1.2340641021728516,1.226034164428711,1.2730214595794678,1.3596606254577637,1.368882656097412
SNRdb5_p303_202_1478,1.0871477127075195,1.4932267665863037,1.5995419025421145,1.6031800508499146,1.5923779010772705,1.453656554222107,1.5253268480300903,1.6595642566680908,1.6843570470809937,1.5718977451324463,1.435179352760315
SNRdb10_p343_093_1478,1.1692332029342651,1.483584761619568,1.9669108390808103,1.770704984664917,2.216953992843628,2.210621833801269,1.4875841140747068,1.9810762405395508,2.121184825897217,2.0811734199523926,2.132257461547852
SNRdb20_p249_203_1478,2.274207353591919,2.52843976020813,2.6434881687164307,2.645230293273926,2.677420139312744,2.5820212364196777,2.6685709953308105,2.59531569480896,2.667876005172729,2.7288804054260254,2.634165048599243
SNRdb0_p251_136_148,1.070933222770691,1.122388243675232,1.2029826641082764,1.1832011938095093,1.215446710586548,1.2176591157913208,1.115156650543213,1.1644878387451172,1.2403393983840942,1.2359154224395752,1.2599879503250122
SNRdb5_p303_083_148,1.18947434425354,1.4578944444656372,1.4349356889724731,1.55739426612854,1.874293088912964,1.8932337760925293,1.5960544347763062,1.79439115524292,2.0191762447357178,1.8337823152542116,1.7528207302093506
SNRdb10_p303_288_148,1.301565408706665,1.61610746383667,2.196877241134644,1.8611509799957275,2.178429365158081,2.3446364402771,1.8327736854553225,2.016895055770874,2.3422677516937256,2.2583112716674805,2.348439693450928
SNRdb20_p251_327_148,2.1556553840637207,2.337702512741089,2.473553419113159,2.5327985286712646,2.7074222564697266,2.7220981121063232,2.234523057937622,2.6029014587402344,2.560786724090576,2.9958739280700684,2.7772305011749268
SNRdb0_p339_046_1486,1.0687685012817385,1.2354114055633545,1.2629287242889404,1.190396785736084,1.3859168291091921,1.231051683425903,1.1477937698364258,1.3407697677612305,1.194110631942749,1.3036160469055176,1.2109531164169312
SNRdb5_p360_143_1486,1.4980943202972412,2.153475522994995,1.8537230491638184,1.7593811750411987,2.1881043910980225,2.337815046310425,1.8427157402038572,2.244779109954834,2.3722500801086426,2.350416898727417,2.488309144973755
SNRdb10_p281_375_1486,1.8415935039520264,1.5797321796417236,1.5650973320007324,2.014413595199585,2.128237247467041,2.129101276397705,1.6996917724609375,2.023365259170532,2.1240186691284184,2.0517866611480717,1.9592671394348145
SNRdb20_p306_319_1486,2.4034624099731445,2.6874232292175293,2.454831123352051,2.7510173320770264,2.599872350692749,2.2673261165618896,2.582661867141724,2.1933841705322266,2.9525816440582275,2.4057753086090092,2.422085285186768
SNRdb0_p246_271_1491,1.1158487796783447,1.1784265041351318,1.2596473693847656,1.2606244087219238,1.2882894277572632,1.3237626552581787,1.267766356468201,1.3049453496932983,1.3565739393234253,1.5454590320587158,1.3771226406097412
SNRdb5_p335_182_1491,1.0933408737182615,1.3379963636398315,1.5939862728118896,1.5516721010208132,1.439314603805542,1.7579673528671265,1.3764827251434326,1.6589727401733398,1.8130769729614256,1.878534913063049,1.7794101238250732
SNRdb10_p339_095_1491,1.334291696548462,2.28357481956482,2.3246819972991943,2.463348388671875,2.346378326416016,2.5744426250457764,2.4761996269226074,2.700113534927368,2.585108518600464,2.6385161876678467,2.5095670223236084
SNRdb20_p246_320_1491,2.359222650527954,2.609978675842285,2.743694543838501,2.7758090496063232,2.78431248664856,2.630171298980713,2.6534814834594727,2.8758330345153813,2.908717632293701,2.85244083404541,2.617814064025879
SNRdb0_p281_037_1522,1.125521898269653,1.121428370475769,1.1677546501159668,1.161443829536438,1.2503695487976074,1.2673574686050415,1.1382763385772705,1.1607389450073242,1.288825273513794,1.316560983657837,1.3003547191619873
SNRdb5_p343_140_1522,1.0822242498397827,1.2787222862243652,1.5017170906066897,1.2590432167053225,1.238179326057434,1.5561372041702268,1.3297810554504397,1.6191790103912354,1.8184858560562132,1.3433552980422974,1.638805866241455
SNRdb10_p335_146_1522,1.1549856662750244,1.8657789230346682,1.911509156227112,1.8797239065170288,1.9559133052825928,2.0281538963317867,1.6849920749664309,1.8917587995529173,1.745907187461853,2.139650583267212,2.0195295810699463
SNRdb20_p335_106_1522,2.515642642974853,2.815415382385254,2.9804964065551762,3.1379091739654537,3.0198094844818115,2.9092371463775635,2.912130117416382,3.0497739315032963,3.1143364906311035,3.107672452926636,2.9059264659881587
SNRdb0_p251_356_1546,1.0654931068420408,1.1378371715545654,1.2056900262832642,1.2006323337554932,1.2224695682525637,1.226406812667847,1.1651774644851685,1.2198472023010254,1.296089768409729,1.2899596691131592,1.3195513486862185
SNRdb5_p343_049_1546,1.168597936630249,1.652332425117493,1.606259822845459,1.5915942192077637,1.7687139511108398,1.8508434295654297,1.754488825798035,1.6274514198303225,1.821500301361084,1.9093480110168457,1.8124728202819824
SNRdb10_p246_278_1546,1.3239104747772217,1.85387659072876,2.0940632820129395,1.869707107543945,2.048569917678833,2.4389195442199707,1.9900610446929927,2.369502305984497,2.0931313037872314,2.603874683380127,2.604210615158081
SNRdb20_p303_344_1546,2.2999699115753174,2.933415174484253,3.0563530921936035,2.970586061477661,2.8471426963806152,3.030583620071411,3.0751252174377437,3.1196608543396,3.0203771591186523,3.134202480316162,3.1286106109619136
SNRdb0_p303_288_1554,1.0669714212417605,1.220927596092224,1.3788005113601685,1.3005189895629885,1.567821383476257,1.7794455289840698,1.2381107807159424,1.3841390609741209,1.5128374099731443,1.500513195991516,1.470040202140808
SNRdb5_p335_071_1554,1.210014820098877,1.5556358098983765,1.8016707897186282,1.5827715396881104,1.6513104438781738,1.702548265457153,1.6459369659423828,1.7425414323806765,1.8169810771942136,1.5691654682159424,1.625583291053772
SNRdb10_p360_255_1554,1.8665904998779297,1.8077843189239504,1.9617459774017332,2.0369229316711426,1.9106082916259768,2.6463773250579834,1.9437994956970213,2.3422207832336426,2.0706593990325928,2.783933162689209,2.5705087184906006
SNRdb20_p299_302_1554,1.9206563234329224,3.0763213634490967,3.1546308994293213,3.3801119327545166,3.2099552154541016,3.265120506286621,3.1306149959564213,3.049292087554932,3.5692119598388667,3.3249351978302,3.3476030826568604
SNRdb0_p246_255_1585,1.1175289154052734,1.203460693359375,1.2474112510681152,1.241648554801941,1.2406190633773804,1.5064408779144287,1.3314940929412842,1.2538055181503296,1.482694149017334,1.4956996440887451,1.4880918264389038
SNRdb5_p281_455_1585,1.194122076034546,1.2538193464279177,1.3454067707061768,1.3337560892105105,1.3642454147338867,1.603711485862732,1.333784818649292,1.3659687042236328,1.508406400680542,1.7034468650817869,1.7967692613601685
SNRdb10_p360_147_1585,1.4397975206375122,1.9738311767578125,2.0584716796875,2.0286006927490234,1.8638311624526975,2.258155107498169,2.006124258041382,2.2535560131073,1.788409948348999,1.9182798862457275,1.9371647834777832
SNRdb20_p339_241_1585,2.1511094570159908,2.7620410919189453,3.0516541004180913,2.927686214447021,2.963430643081665,3.217881679534912,2.8857226371765137,3.264342784881592,3.271165370941162,2.9306533336639404,3.2489562034606934
SNRdb0_p339_074_1591,1.04741108417511,1.1955140829086304,1.3493757247924805,1.2762473821640017,1.3483703136444092,1.343982815742493,1.2454023361206057,1.377500295639038,1.3963066339492798,1.5765817165374756,1.439191818237305
SNRdb5_p246_315_1591,1.1708773374557495,1.2242941856384275,1.3311494588851929,1.2680597305297852,1.3123257160186768,1.4577592611312866,1.409345626831055,1.4425091743469238,1.5578625202178955,1.607990264892578,1.9560288190841677
SNRdb10_p246_352_1591,1.2559479475021362,1.4173097610473633,1.621603012084961,1.604666233062744,1.8655571937561035,1.87870454788208,1.6999695301055908,1.990872859954834,2.0691509246826167,2.2340686321258545,2.0969271659851074
SNRdb20_p339_061_1591,2.25736665725708,2.632847547531128,2.240798234939575,2.9016921520233154,2.1559953689575195,2.21729063987732,2.78408432006836,2.411726951599121,2.858198881149292,2.8156118392944336,2.1583876609802246
SNRdb0_p298_287_1602,1.2522495985031128,2.01629376411438,2.1933913230896,1.7526071071624756,1.8743796348571775,2.360079050064087,1.8387794494628904,2.028260946273804,2.317877769470215,2.528813123703003,2.362473249435425
SNRdb5_p246_287_1602,1.2499864101409912,1.3132264614105225,1.3002208471298218,1.3349752426147459,1.379836916923523,1.3467531204223633,1.3570507764816284,1.3563320636749268,1.375236749649048,1.6420164108276367,1.604625225067139
SNRdb10_p343_186_1602,1.579439401626587,2.6337649822235107,2.9683094024658203,2.858555316925049,3.2529330253601074,3.1643950939178467,2.9097461700439453,3.098578691482544,3.2489442825317383,3.124475240707397,3.283446311950684
SNRdb20_p306_244_1602,3.218031883239746,3.30960750579834,3.446319103240967,3.5358974933624268,3.4986765384674072,3.2659087181091313,3.663591146469116,3.665363788604736,3.5663578510284424,3.3165528774261475,3.3190512657165527
SNRdb0_p343_292_1605,1.0844783782958984,1.314433217048645,1.5198614597320557,1.4247931241989136,1.3743274211883545,1.7023825645446775,1.3955538272857666,1.5087683200836182,1.5690418481826782,1.638050556182861,1.7824511528015137
SNRdb5_p298_170_1605,1.2119619846343994,1.3547897338867188,1.471698522567749,1.3911679983139038,1.5294374227523804,1.5019536018371582,1.3330663442611694,1.4606602191925049,1.5176401138305664,1.4417221546173096,1.5033092498779297
SNRdb10_p251_225_1605,1.2683162689208984,1.6310726404190063,1.8424724340438845,1.767109751701355,2.0167303085327153,1.982560396194458,1.69760000705719,1.8522446155548096,2.0290460586547847,2.1442620754241943,2.1146383285522456
SNRdb20_p335_024_1605,1.5575867891311646,2.3392279148101807,2.456653356552124,2.2318434715271,2.3991262912750244,2.3139894008636475,2.306299924850464,2.5638902187347408,2.802275419235229,2.815173625946045,2.4498233795166016
SNRdb0_p343_191_1607,1.1141259670257568,1.2030892372131348,1.5500550270080566,1.470805525779724,1.678459882736206,1.7478256225585938,1.293297290802002,1.7277274131774902,1.395092487335205,1.7873792648315432,1.719352960586548
SNRdb5_p249_110_1607,1.2221440076828003,1.4515419006347656,1.5847718715667725,1.7902199029922483,1.9307762384414675,1.866649866104126,1.6465253829956057,1.7098101377487185,2.0262017250061035,2.0872316360473637,2.0147962570190434
SNRdb10_p298_366_1607,2.260002613067627,2.8227384090423584,2.767089605331421,2.8335888385772705,2.9805750846862797,2.88848614692688,2.7579636573791504,2.940561532974243,3.046684980392456,3.016997098922729,2.8378384113311768
SNRdb20_p246_320_1607,2.618978500366211,2.832820415496826,3.078261137008667,3.0300440788269043,3.090385913848877,3.113597869873047,2.960868120193481,3.045372486114502,3.042940855026245,3.1446902751922607,3.1765410900115967
SNRdb0_p343_182_1608,1.0603654384613037,1.129994511604309,1.3438689708709717,1.255155324935913,1.31931734085083,1.2019826173782349,1.121332764625549,1.2554652690887451,1.2094670534133911,1.2018325328826904,1.1581881046295166
SNRdb5_p306_052_1608,1.1430840492248535,1.4499289989471436,1.5433322191238403,1.5359981060028076,1.6435714960098269,1.6418516635894775,1.6341600418090818,1.6231261491775513,1.6076594591140747,1.7200593948364258,1.7313830852508545
SNRdb10_p335_318_1608,1.1117130517959597,1.188164472579956,1.4832937717437744,1.3609137535095217,1.6120865345001218,1.6593894958496094,1.522589921951294,1.4405908584594729,1.6887650489807131,1.7245227098464966,1.741729736328125
SNRdb20_p249_034_1608,1.6783757209777832,1.7892566919326782,1.9009871482849119,2.1869359016418457,2.0091826915740967,2.2086994647979736,1.760570764541626,2.092562198638916,2.0836966037750244,2.243333101272583,2.41979718208313
SNRdb0_p299_375_1619,1.0424954891204834,1.0903257131576538,1.1451208591461182,1.0953507423400881,1.0910423994064329,1.2983465194702148,1.0965546369552612,1.1350626945495603,1.2204689979553225,1.1885191202163696,1.336796522140503
SNRdb5_p343_199_1619,1.1648014783859253,1.6394764184951782,1.948331356048584,1.7196393013000488,2.2039787769317627,1.8761231899261477,1.6710971593856812,2.018383741378784,1.962008357048035,2.0466127395629883,1.7898077964782717
SNRdb10_p299_385_1619,1.0745258331298828,1.3106472492218018,1.329302430152893,1.6776634454727173,1.549048662185669,1.5700578689575195,1.2157646417617798,1.4716264009475708,1.974142909049988,1.862007975578308,1.7222551107406616
SNRdb20_p299_312_1619,1.501269817352295,2.9967944622039795,2.6850111484527592,2.6317684650421143,2.9668974876403813,2.849026918411255,2.9828860759735107,2.888954401016236,2.941932678222656,2.845210075378418,3.1042251586914062
SNRdb0_p343_093_173,1.0900610685348509,1.2161816358566284,1.475696086883545,1.2747271060943604,1.3297766447067259,1.4148032665252686,1.245846152305603,1.5146441459655762,1.5455565452575684,1.4457552433013916,1.6439576148986816
SNRdb5_p249_018_173,1.4682877063751218,1.8868228197097776,2.038702249526977,2.0603930950164795,2.2043349742889404,2.1907012462615967,2.0147933959960938,2.0726375579833984,2.277865171432495,2.347090721130371,2.376571655273437
